rank,story,url,index,pos,neg,neu,comp,source,date,hour
10,'Little old lady' charged with third bank heist,https://www.bbc.co.uk/news/world-us-canada-65232308,9,0.034,0.052,0.914,-0.479,BBC,2023-04-11,8
1,"REVEALED: Louisville shooter Connor Sturgeon, 25, live-streamed massacre on Instagram after leaving note to his parents telling them he was going to attack the bank following his firing 
",https://www.dailymail.co.uk/news/article-11957781/PICTURED-Louisville-shooter-Connor-Sturgeon-25-shot-death-four-bank-colleagues.html,0,0.085,0.087,0.829,0.7192,Daily Mail,2023-04-11,8
2,"'I have a close friend that didn't make it': Kentucky Governor fights back tears as he reveals two friends were among the four killed by disgruntled bank staffer who shot up work conference at 8:30am 
",https://www.dailymail.co.uk/news/article-11956823/Mass-casualty-incident-Louisville-bank-active-shooter-opens-fire.html,1,0.032,0.072,0.896,-0.9943,Daily Mail,2023-04-11,8
3,"Bud Light's VP says she wanted to update the 'fratty' and 'out of touch' branding with 'inclusivity' days before Dylan Mulvaney's controversial partnership with beer was unveiled
",https://www.dailymail.co.uk/news/article-11956593/Bud-Light-marketing-VP-said-wanted-update-fratty-branding-days-Dylan-Mulvaney-ad.html,2,0.09,0.035,0.875,0.9909,Daily Mail,2023-04-11,8
4,"Dalai Lama, 87, apologises after kissing young boy on the lips and asking the child to 'suck' his tongue in bizarre interaction captured on video at charity event in India
",https://www.dailymail.co.uk/news/article-11956189/Dalai-Lama-87-apologises-kissing-young-boy-lips-asking-child-suck-tongue.html,3,0.129,0.08,0.792,0.9819,Daily Mail,2023-04-11,8
5,"Putin's 45-mile-long 'mega trench': Russian troops dig huge defensive fortification visible from space as they prepare for Ukrainian counterattack 
",https://www.dailymail.co.uk/news/article-11956187/Putins-45-mile-long-mega-trench-Russian-troops-dig-huge-defensive-fortification.html,4,0.049,0.093,0.859,-0.9926,Daily Mail,2023-04-11,8
6,"Is this the real reason Taylor Swift and Joe Alwyn split? Fans believe lyrics of song 'Champagne Problems' that the couple wrote together hint at cause of break-up... after singer appeared to cry while singing hit
",https://www.dailymail.co.uk/tvshowbiz/article-11956167/Is-real-reason-Taylor-Swift-Joe-Alwyn-split.html,5,0.133,0.081,0.786,0.9998,Daily Mail,2023-04-11,8
7,"Fifth victim dies in Louisville bank massacre: Mom-of-two, 57, passes away after multiple surgeries following 25-year-old shooter's rampage - as bank says it has been left 'devastated'
",https://www.dailymail.co.uk/news/article-11957995/PICTURED-victims-Louisville-bank-shooting-including-executive-Tommy-Elliott-63.html,6,0.09,0.094,0.816,-0.7137,Daily Mail,2023-04-11,8
8,"Baby joy! Hilary Swank, 48, reveals she has given birth to twins - a boy and a girl - as she shares adorable Instagram snap: 'Posting from pure Heaven'
",https://www.dailymail.co.uk/tvshowbiz/article-11955807/Hilary-Swank-48-revels-gave-birth-twins-shares-adorable-Instagram-snap.html,7,0.168,0.012,0.82,0.9988,Daily Mail,2023-04-11,8
9,"Bud Light sales plunge as distributors in the Heartland and the South are 'spooked' by the Dylan Mulvaney backlash - as 'Anheuser-Busch rep' fears he won't be able to feed his family
",https://www.dailymail.co.uk/news/article-11958283/Bud-Light-distributors-Heartland-South-spooked.html,8,0.055,0.042,0.903,0.7598,Daily Mail,2023-04-11,8
10,"Internal affairs! Married Texas 911 dispatcher faces ax 'after she was caught sexting SEVEN cops ""and having sex with two""' by HUSBAND who passed on sordid messages to bosses: Two cops also facing boot
",https://www.dailymail.co.uk/news/article-11955743/Married-Texas-911-dispatcher-faces-fired-caught-sexting-SEVEN-cops.html,9,0.086,0.047,0.868,0.9934,Daily Mail,2023-04-11,8
1,‘They’re starting to die’: fears Ukraine’s drone supremacy may soon be over,https://www.theguardian.com/world/2023/apr/10/in-war-there-are-no-emotions-ukraine-drone-squads-bakhmut,0,0.062,0.125,0.813,-0.9982,Guardian,2023-04-11,8
2,The man who walked around the world: Tom Turcich on his seven-year search for the meaning of life,https://www.theguardian.com/lifeandstyle/2023/apr/11/the-man-who-walked-around-the-world-tom-turcich-seven-year-search-meaning-of-life,1,0.132,0.075,0.794,0.9998,Guardian,2023-04-11,8
3,German punk band ‘humiliated’ after being refused UK entry due to post-Brexit rules,https://www.theguardian.com/politics/2023/apr/10/german-punk-band-humiliated-after-being-refused-uk-entry-due-to-post-brexit-rules,2,0.096,0.096,0.808,0.5532,Guardian,2023-04-11,8
4,‘I put them in bed together just to get it over with’ – how we made Jonathan Creek,https://www.theguardian.com/culture/2023/apr/10/jonathan-creek-alan-davies-caroline-quentin-alan-yentob,3,0.129,0.051,0.82,0.998,Guardian,2023-04-11,8
5,‘We can’t carry on’: over 150 pubs have shut this year as energy bills soar,https://www.theguardian.com/business/2023/apr/11/over-150-pubs-shut-this-year-energy-bills-soar,4,0.12,0.045,0.835,0.9925,Guardian,2023-04-11,8
6,Pentagon leaks: US seeks to mend ties after claims Washington spied on key allies,https://www.theguardian.com/us-news/2023/apr/11/pentagon-leaks-us-seeks-to-mend-ties-after-claims-washington-spied-on-key-allies,5,0.095,0.107,0.799,-0.9218,Guardian,2023-04-11,8
7,Taiwan: jump in sales for air force badges showing bear punching Winnie-the-Pooh,https://www.theguardian.com/world/2023/apr/11/taiwan-jump-in-sales-for-air-force-badges-showing-bear-punching-winnie-the-pooh,6,0.071,0.042,0.887,0.8915,Guardian,2023-04-11,8
8,‘We’ve had to stop people fighting and urinating in their seats’: the ugly new side of theatre audiences,https://www.theguardian.com/stage/2023/apr/10/bodyguard-police-fighting-urinating-seats-ugly-new-side-of-theatre-audiences,7,0.148,0.088,0.764,0.9985,Guardian,2023-04-11,8
9,"Women’s sports kits are over-sexualised and not period proof. If this affected men, it would be fixed by now",https://www.theguardian.com/commentisfree/2023/apr/11/women-sports-kits-period-anxiety-shorts,8,0.112,0.072,0.817,0.9916,Guardian,2023-04-11,8
10,‘Unreliable splatter’: Vatican exorcists denounce Russell Crowe’s Pope’s Exorcist ,https://www.theguardian.com/film/2023/apr/10/exorcists-denounce-the-popes-exorcist-with-russell-crowe,9,0.072,0.083,0.846,-0.8835,Guardian,2023-04-11,8
1,Elizabeth Holmes to go to prison on 27 April,https://www.bbc.co.uk/news/world-us-canada-65241105,0,0.074,0.137,0.789,-0.988,BBC,2023-04-11,20
2,"Western special forces inside Ukraine, leak shows",https://www.bbc.co.uk/news/world-europe-65245065,1,0.122,0.065,0.814,0.9629,BBC,2023-04-11,20
3,Key takeaways from leaked Pentagon documents,https://www.bbc.co.uk/news/world-us-canada-65238951,2,0.067,0.122,0.811,-0.9946,BBC,2023-04-11,20
4,Millie Bobby Brown announces her engagement,https://www.bbc.co.uk/news/entertainment-arts-65240158,3,0.126,0.0,0.874,0.9908,BBC,2023-04-11,20
5,Gun in deadly Louisville shooting will be sold off,https://www.bbc.co.uk/news/world-us-canada-65234314,4,0.037,0.157,0.806,-0.9979,BBC,2023-04-11,20
6,Charity board resigns over China-linked donation,https://www.bbc.co.uk/news/world-us-canada-65245032,5,0.071,0.059,0.87,0.6705,BBC,2023-04-11,20
7,British-Israeli shooting victim's organs save five,https://www.bbc.co.uk/news/world-middle-east-65234553,6,0.012,0.189,0.799,-0.9978,BBC,2023-04-11,20
8,UK to be one of worst performing economies - IMF,https://www.bbc.co.uk/news/business-65240749,7,0.075,0.112,0.813,-0.9816,BBC,2023-04-11,20
9,Tupperware warns of collapse unless it finds funds,https://www.bbc.co.uk/news/business-65237293,8,0.093,0.06,0.847,0.9829,BBC,2023-04-11,20
10,Taiwan bear badge punches back after China drills,https://www.bbc.co.uk/news/world-asia-65241432,9,0.052,0.068,0.88,-0.7833,BBC,2023-04-11,20
1,"REVEALED: Louisville shooter Connor Sturgeon, 25, live-streamed massacre on Instagram after leaving note to his parents telling them he was going to attack the bank following his firing 
",https://www.dailymail.co.uk/news/article-11957781/PICTURED-Louisville-shooter-Connor-Sturgeon-25-shot-death-four-bank-colleagues.html,0,0.085,0.087,0.829,0.7192,Daily Mail,2023-04-11,20
2,"Fifth victim dies in Louisville bank massacre: Mom-of-two, 57, passes away after multiple surgeries following 25-year-old shooter's rampage - as bank says it has been left 'devastated'
",https://www.dailymail.co.uk/news/article-11957995/PICTURED-victims-Louisville-bank-shooting-including-executive-Tommy-Elliott-63.html,1,0.09,0.094,0.816,-0.7266,Daily Mail,2023-04-11,20
3,"Bud Light sales plunge as distributors in the Heartland and the South are 'spooked' by the Dylan Mulvaney backlash - as 'Anheuser-Busch rep' fears he won't be able to feed his family
",https://www.dailymail.co.uk/news/article-11958283/Bud-Light-distributors-Heartland-South-spooked.html,2,0.056,0.042,0.902,0.7598,Daily Mail,2023-04-11,20
4,"Horror on Microsoft Teams: Louisville bank manager tells how she watched as fired employee-turned gunman Connor Sturgeon killed her colleagues - as chilling photo emerges of the shooter smiling next to co-worker who narrowly escaped mass shooting 
",https://www.dailymail.co.uk/news/article-11959355/Louisville-bank-manager-says-saw-mass-shooting-unfold-Microsoft-Teams-meeting.html,3,0.066,0.136,0.798,-0.997,Daily Mail,2023-04-11,20
5,"Bud Light's VP says she wanted to update the 'fratty' and 'out of touch' branding with 'inclusivity' days before Dylan Mulvaney's controversial partnership with beer was unveiled
",https://www.dailymail.co.uk/news/article-11956593/Bud-Light-marketing-VP-said-wanted-update-fratty-branding-days-Dylan-Mulvaney-ad.html,4,0.09,0.035,0.875,0.9909,Daily Mail,2023-04-11,20
6,"Dalai Lama, 87, apologises after kissing young boy on the lips and asking the child to 'suck' his tongue in bizarre interaction captured on video at charity event in India
",https://www.dailymail.co.uk/news/article-11956189/Dalai-Lama-87-apologises-kissing-young-boy-lips-asking-child-suck-tongue.html,5,0.129,0.08,0.792,0.9819,Daily Mail,2023-04-11,20
7,"Julián Figueroa dies at 27: Mexican entertainer's mother shares her heartache at his shock passing and reveals his cause of death 
",https://www.dailymail.co.uk/tvshowbiz/article-11958469/Juli-n-Figueroa-died-27-Mexican-entertainer-singer-songwriter-acted-telenovelas.html,6,0.079,0.094,0.827,-0.8599,Daily Mail,2023-04-11,20
8,"Iconic Tupperware warns it could go out of business after 77 years after failing to attract younger consumers - and its shares falling 90% in a year 
",https://www.dailymail.co.uk/news/article-11957631/Iconic-Tupperware-warns-business-shares-falling-90-year.html,7,0.079,0.12,0.8,-0.9505,Daily Mail,2023-04-11,20
9,"Can YOU spot the mistake? Walmart yanks offensive T-shirt from stores after customers spot a VERY RUDE swear word hidden in the slogan
",https://www.dailymail.co.uk/femail/article-11957835/Walmart-removes-offensive-T-shirt-stores-customers-spot-swear-word-hidden-slogan.html,8,0.073,0.048,0.879,0.8244,Daily Mail,2023-04-11,20
10,"Millie Bobby Brown is engaged! Stranger Things star, 19, reveals she is set to tie the knot with Jon Bon Jovi's son Jake Bongiovi, 20, after he proposes with £250k ring
",https://www.dailymail.co.uk/tvshowbiz/article-11960129/Millie-Bobby-Brown-engaged-boyfriend-Jake-Bongiovi-20.html,9,0.124,0.014,0.862,0.999,Daily Mail,2023-04-11,20
1,Hikers high on magic mushrooms rescued in Lake District,https://www.theguardian.com/uk-news/2023/apr/11/hikers-high-on-magic-mushrooms-rescued-by-keswick-mountain-rescue,0,0.153,0.092,0.755,0.9862,Guardian,2023-04-11,20
2,"Manchester City v Bayern Munich: Champions League quarter-final, first leg – live",https://www.theguardian.com/football/live/2023/apr/11/manchester-city-bayern-munich-champions-league-quarter-final-first-leg-live,1,0.147,0.077,0.776,0.9991,Guardian,2023-04-11,20
3,"Man suspected of being Stakeknife, Britain’s top spy in IRA, dies",https://www.theguardian.com/uk-news/2023/apr/11/freddie-scappaticci-suspected-of-being-stakeknife-spy-in-ira-dies,2,0.083,0.106,0.812,-0.9074,Guardian,2023-04-11,20
4,The Lake District drug scene: why people are getting high in the UK’s biggest beauty spot,https://www.theguardian.com/uk-news/2023/apr/11/the-lake-district-drug-scene-why-people-are-getting-high-in-the-uks-biggest-beauty-spot,3,0.156,0.066,0.778,0.9939,Guardian,2023-04-11,20
5,Elizabeth Holmes to begin 11-year prison sentence at end of month ,https://www.theguardian.com/technology/2023/apr/11/elizabeth-holmes-begin-prison-sentence-end-of-month,4,0.114,0.145,0.741,-0.9113,Guardian,2023-04-11,20
6,I’m scared to tell my new partner about what happens when I orgasm,https://www.theguardian.com/lifeandstyle/2023/apr/11/im-scared-to-tell-my-new-partner-about-what-happens-when-i-orgasm,5,0.163,0.035,0.803,0.9916,Guardian,2023-04-11,20
7,"Donald Trump, Rupert Murdoch, the Dalai Lama: living proof that no one is too big for retirement",https://www.theguardian.com/commentisfree/2023/apr/11/donald-trump-rupert-murdoch-dalai-lama-retirement-power-men,6,0.128,0.067,0.805,0.9953,Guardian,2023-04-11,20
8,"‘I got up, covered in blood’: Patrick Wolf on surviving addiction, bankruptcy and a hit and run",https://www.theguardian.com/music/2023/apr/11/patrick-wolf-addiction-bankruptcy-hit-and-run-night-safari,7,0.087,0.083,0.83,-0.3665,Guardian,2023-04-11,20
9,Sainsbury’s begins offering lower prices to Nectar card holders,https://www.theguardian.com/business/2023/apr/11/sainsburys-lower-prices-nectar-card-holders-deals-tesco-clubcard,8,0.106,0.034,0.86,0.9933,Guardian,2023-04-11,20
10,Pentagon leak traced to video game chat group users arguing over war in Ukraine,https://www.theguardian.com/world/2023/apr/11/pentagon-leak-traced-to-video-game-chat-group-users-arguing-over-war-in-ukraine,9,0.089,0.157,0.754,-0.9972,Guardian,2023-04-11,20
1,"Western special forces inside Ukraine, leak shows",https://www.bbc.co.uk/news/world-europe-65245065,0,0.113,0.071,0.817,0.9533,BBC,2023-04-12,8
2,Elizabeth Holmes to go to prison on 27 April,https://www.bbc.co.uk/news/world-us-canada-65241105,1,0.074,0.137,0.789,-0.988,BBC,2023-04-12,8
3,Trump says court staff 'were crying' at his arrest,https://www.bbc.co.uk/news/world-us-canada-65247635,2,0.086,0.117,0.797,0.2275,BBC,2023-04-12,8
4,Musk says Twitter a rollercoaster in BBC interview,https://www.bbc.co.uk/news/business-65248196,3,0.051,0.036,0.913,0.9024,BBC,2023-04-12,8
5,The scammers who will steal your life savings,https://www.bbc.co.uk/news/world-65038949,4,0.064,0.103,0.832,-0.9989,BBC,2023-04-12,8
6,Russian parliament approves online call-up for war,https://www.bbc.co.uk/news/world-europe-65239093,5,0.032,0.081,0.887,-0.9709,BBC,2023-04-12,8
7,Charity board resigns over China-linked donation,https://www.bbc.co.uk/news/world-us-canada-65245032,6,0.071,0.059,0.87,0.6705,BBC,2023-04-12,8
8,Why household name Tupperware could soon be history,https://www.bbc.co.uk/news/business-65243711,7,0.109,0.053,0.838,0.9949,BBC,2023-04-12,8
9,Key takeaways from leaked Pentagon files,https://www.bbc.co.uk/news/world-us-canada-65238951,8,0.067,0.122,0.811,-0.9946,BBC,2023-04-12,8
10,Hanging out at the world's best airport,https://www.bbc.co.uk/news/world-asia-65171824,9,0.103,0.018,0.88,0.9979,BBC,2023-04-12,8
1,"EXCLUSIVE: It's a (blended) family affair! Fox News stars Sean Hannity and Ainsley Earhardt are seen up close and personal in first photos as a couple - as it's revealed they're together in domestic bliss along with her 7-year-old daughter
",https://www.dailymail.co.uk/news/article-11950689/Intimate-photos-confirm-Sean-Hannity-Ainsley-Earhardts-years-long-secret-relationship.html,0,0.138,0.04,0.822,0.9992,Daily Mail,2023-04-12,8
2,"Bud Light sales plunge as distributors in the Heartland and the South are 'spooked' by the Dylan Mulvaney backlash - as 'Anheuser-Busch rep' fears he won't be able to feed his family
",https://www.dailymail.co.uk/news/article-11958283/Bud-Light-distributors-Heartland-South-spooked.html,1,0.056,0.042,0.902,0.7598,Daily Mail,2023-04-12,8
3,"Target security guard slugs female shopper in the face after she demanded her $1,000 bill be paid by 'reparations' - before telling cops this was her 'Rosa Parks moment'
",https://www.dailymail.co.uk/news/article-11960697/Target-security-guard-slugs-female-shopper-demanded-1-000-bill-paid-reparations.html,2,0.055,0.074,0.871,-0.8926,Daily Mail,2023-04-12,8
